file,len_a,len_b,avg_runtime_seconds
data/test1.in,25,25,0.016281016601715236
data/test2.in,27,25,0.01597617499064654
data/test3.in,26,26,0.01594448320684023
data/test4.in,25,25,0.015829825395485386
data/test5.in,26,26,0.015945716603891925
data/test6.in,26,26,0.016239325003698468
data/test7.in,26,26,0.015815366397146136
data/test8.in,27,26,0.015882991993566974
data/test9.in,26,26,0.015912024799035862
data/test10.in,26,26,0.016049349796958268
